player_name,equipe,positions,isomap_1,isomap_2,isomap_3,isomap_4,isomap_5,cluster
Jordan Lefort,Angers,DF,21.34972628343012,-3.5169629662336472,-3.248006637042686,-4.345509589312485,2.8905596781058094,5
Andrey Santos,Strasbourg,MF,13.121149284872487,12.603721973821836,-9.554450690168911,9.577624956413276,-0.4785418436354741,0
Valentin Atangana Edoa,Reims,MF,4.603435666270743,6.032461650997031,-6.280410019213404,9.6566447498059,-0.0751265308665598,0
Himad Abdelli,Angers,"MF,FW",3.556146256444212,17.812337447634608,-6.335513519541747,-1.3979218715462955,4.0401561497616845,4
Mason Greenwood,Marseille,"FW,MF",-15.244165666319615,27.481905590329497,-2.33184548930793,-6.60261001838292,3.4010419068905526,4
Zuriko Davitashvili,Saint,"FW,MF",-16.46561919014999,21.11655253664342,-0.5741671627844022,-0.2945081032111851,0.0146988016626748,4
Gautier Lloris,Le Havre,DF,18.623917801475542,-3.955340483074285,-2.2477520500135912,-2.4578242625227107,1.757526168391316,5
Matthis Abline,Nantes,FW,-18.179428489115796,7.337642202406438,-7.963094700472333,-1.3528344566612762,-0.7388245956288424,4
Bafodé Diakité,Lille,DF,22.89611585592772,-2.7443224293578723,-4.140161357847804,-4.61885055191724,0.7517190985971206,5
Adrien Truffert,Rennes,"DF,MF",7.273252491518652,14.719308317299747,6.290079344813326,-1.17986032922518,-6.438588840733878,2
Moussa Niakhate,Lyon,DF,19.00154295193836,0.8450156804543977,-2.234068125334105,-6.720448552141722,0.1797735646972755,5
Guela Doué,Strasbourg,DF,19.84322672721201,8.080970842437019,-0.1608640971849004,-4.04624887327109,-4.772461412994782,2
Alexsandro Ribeiro,Lille,DF,25.729601655929606,3.80327954855447,-4.061796473544532,-11.4914225519227,-1.437505118835331,5
Cristian Cásseres Jr.,Toulouse,MF,10.27962984613526,13.94822472408077,-2.1135274665594306,12.887298293160011,3.0385324126962496,0
Benjamin André,Lille,MF,14.858494107760428,13.53179951252557,-8.935252054344712,10.316623221434789,-2.136974627426487,0
Gaëtan Perrin,Auxerre,"MF,FW",-6.87835402581684,23.284190883723245,15.224204092135254,-0.6667279977449123,5.163387543974376,3
Junya Ito,Reims,"FW,MF",-1.891837794379248,22.249973513942997,14.316573481433126,-3.179052117534115,1.3807189264486146,3
Aron Dønnum,Toulouse,"DF,MF",5.788322926945297,18.96052216214637,5.767231684212296,2.413696756605583,-1.254211823259679,2
Kenny Lala,Brest,DF,11.398833093088616,12.318119709411809,9.33059131992644,-2.902788820448833,-2.0520373442205257,2
Florent Hanin,Angers,DF,12.93586215962787,10.061462693144408,6.053260040395101,-0.6220908500907673,-8.283925168783973,2
Pierre Højbjerg,Marseille,MF,21.042369588250647,13.90730423181326,-3.7704704396969473,-2.0907413344335124,4.096074963411776,5
Mahdi Camara,Brest,"MF,FW",2.2462039464174843,12.211323284859816,-8.97433124518099,5.912567357663506,-2.512684406388542,0
Keito Nakamura,Reims,"FW,MF",-9.720081260962829,10.057993329673437,-6.206848507549974,-4.730339622834293,-2.833419599083147,4
Jubal,Auxerre,DF,16.124632753190664,-9.549174295494437,-6.478064478007632,-3.5880347253729106,7.619972258862206,5
Ismaël Doukouré,Strasbourg,"DF,MF",19.26174063111456,-0.1393348840758131,-2.875080963649357,-6.708222330761098,0.1124596959785613,5
Léo Pétrot,Saint,DF,12.907783355449869,2.838630387770617,-0.3952834742977257,0.8396108810239029,-5.551838310897725,2
Jean-Charles Castelletto,Nantes,"DF,MF",15.73100417726356,-7.772904808081428,-2.148717403593864,-1.9879097434207893,2.322818317738419,5
Adrien Thomasson,Lens,MF,9.652224773302668,19.755473114951982,-6.212472171920458,8.02432744296518,-3.726461723084513,0
Luis Henrique,Marseille,"DF,FW",-3.519066540126014,15.643206627979398,1.6170936052816656,-9.009975011511028,-1.093432225907118,4
Moses Simon,Nantes,"FW,MF",-16.303062755458217,22.835823067845958,4.1608850830989335,-4.9125719014477225,-3.851904508886423,4
Charlie Cresswell,Toulouse,DF,19.250685423912063,-4.972797280082644,-2.5582649097552226,-3.183069104348288,4.735797779902449,5
Arnaud Kalimuendo,Rennes,"FW,MF",-16.36137667655851,3.133115400921128,-12.407858775252814,-4.616211625846123,4.221153637247455,4
Pierre Ekwah Elimby,Saint,MF,13.338590967787452,4.177352393810755,-2.741667172018773,2.1870289458883163,3.31032997851272,0
Diego Moreira,Strasbourg,"DF,MF",0.2615349891994572,21.320297292754173,-1.5809708970424976,-1.845344784480024,-7.978520178213332,2
Evann Guessand,Nice,"FW,MF",-11.67057337944848,17.507343269862737,-10.076293952333014,-1.5641802343876523,-3.1100153331288696,4
Jonathan David,Lille,FW,-14.638671548197625,7.403174580653268,-11.628947371622246,-5.872994742729054,1.9120926448450075,4
Facundo Medina,Lens,DF,18.65052712099038,7.066461460279838,-1.510315777301115,1.09878259759013,-0.8553820140948115,5
Sergio Akieme,Reims,DF,7.69012060675916,5.172370557580572,2.8183173649020468,-1.628224498066312,-4.407123487597624,2
Dilane Bakwa,Strasbourg,"MF,DF",-7.1560537296370486,22.31285306631471,4.911809001055438,-7.125333984723888,0.949711794792525,3
Mark McKenzie,Toulouse,DF,13.470191052627486,-5.148528099702317,-2.530423974039837,-1.2658738790217,1.004767282967817,5
Ludovic Ajorque,Brest,FW,-16.44080201201111,-0.7664255250138032,-10.312007051369491,3.5570459065924216,-1.5992360319709895,4
Clément Akpa,Auxerre,DF,14.460675536222285,-3.7373497616171942,-0.5710113266374949,4.01223824746704,1.3123559756912415,0
Adrien Rabiot,Marseille,MF,1.9242573241766576,17.400888545835667,-11.408892297225602,-5.865645508668469,-1.243698320848856,4
Loïc Nego,Le Havre,"DF,FW",9.1992084910157,4.758285094053232,4.254067351213139,1.8285839889920077,-6.040975883833547,2
Michael Amir Murillo,Marseille,DF,13.497390054856078,8.3068134264552,-1.3596482503328515,-6.702760526213884,-4.478385001132128,5
Hicham Boudaoui,Nice,MF,5.921569309028062,11.400522684015575,-7.684902850775731,6.560958123256679,0.6861342937133268,0
Brendan Chardonnet,Brest,DF,14.560372974260686,-7.983749640181838,-2.5160363059169835,-2.709604977194324,3.9392577090548175,5
Maghnes Akliouche,Monaco,"FW,MF",-6.212803133273639,25.3673730440437,-5.019522302828096,-2.441997803424322,-4.070647556771527,4
Vincent Sierro,Toulouse,MF,8.338157166545427,8.234348721091498,1.2754853288533732,0.85483756206332,8.899963607717963,3
Thilo Kehrer,Monaco,DF,18.69289137083575,-0.9969550368994966,-1.639747854009589,-2.683464789534475,3.6124074096962087,5
Clinton Mata,Lyon,DF,14.61289749575012,1.7819360524833192,-1.300997229690103,-3.953284985843159,-1.5719034034630426,5
Mamadou Sarr,Strasbourg,DF,17.093266008343594,-6.118352325742746,-3.5222968270889936,-6.805661161624554,2.612760819103023,5
Téji Savanier,Montpellier,MF,4.281084349872665,21.99677337112603,12.47121964719598,2.8936319562391875,15.349612695276212,3
Lorenz Assignon,Rennes,"DF,MF",6.547232779815157,13.83781774870183,2.845359076191762,-2.0156933591902635,-7.721195424771815,2
Habib Diarra,Strasbourg,"MF,FW",-2.5571747810105108,9.589587604688164,-2.58335167961348,0.1215250595755591,0.4334206845021887,4
Pedro Chirivella,Nantes,MF,12.075801574940613,3.888084150161401,1.048475831010558,-0.4279421761948095,4.179779436375686,5
Elisha Owusu,Auxerre,MF,6.409713129150808,-2.408034806686512,-3.013782577919568,8.907271305802537,-0.0798157538556171,0
Yann Gboho,Toulouse,"MF,FW",-11.926929880102282,13.11929439065805,-4.045459298148101,1.6750552874780205,-0.9530900940117074,4
Corentin Tolisso,Lyon,MF,11.194018792306268,15.31666377910611,-9.23523195774941,2.5060888385508813,-1.3920322472449331,0
Abdoulaye Touré,Le Havre,MF,4.355859960010941,5.910948553592902,-10.63012049637454,2.261498130200858,13.305255352538552,0
Hugo Magnetti,Brest,MF,6.001268035087626,0.4400279521225245,-1.6251871372619529,5.767907865513999,1.0141328543905086,0
Etienne Youte Kinkoue,Le Havre,DF,14.817068553902804,-11.880851407767237,-4.003689517146191,-3.2174214040678355,1.8821592439882424,5
Douglas,Nantes,MF,9.065619751950374,4.7883138192818855,-5.730865669236236,6.493369293929201,1.9766877726826284,0
Mickael Nade,Saint,DF,19.396370572495147,-5.745107486349984,-3.6730490981439945,-3.7870156024166,3.8311065604425374,5
Jonathan Clauss,Nice,"DF,MF",2.0561734658080733,15.749332131033876,14.07303111009061,2.0636848795443106,6.3879606535977285,3
Lassine Sinayoko,Auxerre,"FW,MF",-14.914265268185613,13.354362087278044,-12.03562280157404,-5.74562011240312,-3.070255922779995,4
Ludovic Blas,Rennes,"MF,FW",-8.535119351549403,21.747287737946834,5.474477812408154,6.310989157949415,5.238435683461232,3
Emanuel Emegha,Strasbourg,FW,-19.19776876295755,-3.2849005231931288,-7.267198020062504,0.1022669122620324,-0.514475875012795,4
Gideon Mensah,Auxerre,DF,9.72075974636344,9.430029285778472,5.111280048388781,0.9044734684807552,-9.477641446475491,2
Leonardo Balerdi,Marseille,DF,24.08076323527484,4.11105847233509,-3.5892152076368133,-6.428654048142658,-0.186268530899787,5
Takumi Minamino,Monaco,"MF,FW",-8.077604916888257,8.563977524992833,-4.650284037449719,-2.778702757064616,0.1981810099756824,4
Andy Diouf,Lens,MF,-2.3220039873700085,11.636876919848204,-3.678012142603676,1.0080868825346574,1.086422993111866,4
Moïse Bombito,Nice,DF,17.19932140961609,-6.779875173261967,-2.958457082553178,-4.5713701007147405,3.123267399280692,5
Cédric Kipré,Reims,DF,15.595637218655511,-4.68937797581256,-1.1278076610806804,-3.2458572574766147,0.9527129707732158,5
Bradley Barcola,Paris S,FW,-13.151123833486553,19.306394962421816,-2.379001263442836,-10.405633222401532,-8.521137129366414,4
Kelvin Amian,Nantes,DF,4.426730659492314,0.9106838203650064,3.4319509558585186,1.430298875320163,-4.259320141657253,2
Gabriel Suazo,Toulouse,DF,8.544870138760134,13.02445354391382,9.071687423954554,-0.357355297575771,-2.345318163810914,2
Denis Zakaria,Monaco,MF,5.917627249894513,5.958735152818208,-6.636501382517414,4.31208929232179,2.896735695098698,0
Modibo Sagnan,Montpellier,DF,11.205430928111909,-6.76728999836132,-1.7957074489464775,0.6756581309718619,1.4571920760432238,5
Willian Pacho,Paris S,DF,20.01886928699097,-2.015469934720392,-4.231505613070339,-3.1954571111847145,2.4510783515618484,5
Dennis Appiah,Saint,DF,9.246127106766512,5.244646229619142,4.281534516316311,1.1576403139080362,-7.625015936900565,2
Ki-Jana Hoever,Auxerre,DF,7.388733046833789,4.906687873128902,6.059505833173251,2.6557828169260618,-7.357283403024528,2
Jonathan Gradit,Lens,DF,12.643431997154948,-0.7276764108751821,0.1058292058342571,-1.4510036685505323,2.8036993944503186,5
Sebastian Nanasi,Strasbourg,"MF,FW",-6.91266246309309,9.541573437516996,7.727710249913017,-2.2288438933527206,7.495271467029684,3
Djibril Sidibé,Toulouse,DF,9.74099785250317,4.0840526485506485,4.044355665483925,0.2021928048410159,-2.572394386825464,2
Yassine Kechta,Le Havre,"MF,FW",0.8830436020704608,5.462783041176068,-5.289757893167123,8.5018393515052,-0.3766511618160348,0
Wilfried Singo,Monaco,DF,14.805410448729202,0.0480510167261958,-2.080597240303799,-0.1521880113684428,-0.0311631526506693,5
Hamed Junior Traorè,Auxerre,MF,-9.446884652057726,12.237791523442944,-7.59687008893528,1.864991490422314,1.7582402396858008,4
Azor Matusiwa,Rennes,MF,7.908338137408769,4.072945977294856,-4.710388318089175,6.247918215056928,1.553556815053143,0
Achraf Hakimi,Paris S,DF,10.584059712971852,19.230169497341848,-3.5568517030244924,-8.320024171557922,-6.481008140441412,2
Vanderson,Monaco,DF,10.794608467007784,12.409008717904165,4.031177411463176,4.244598481775439,-10.61306537800342,2
Lamine Camara,Monaco,MF,6.2046189408356565,15.482944989568711,6.25243644975322,5.598765534289833,10.644668860170892,3
Alexandre Lacazette,Lyon,FW,-19.788649921136848,0.7200242850770591,-9.2713720788914,-5.318883155371672,1.434752132178012,4
Nicolas Cozza,Nantes,"DF,MF",3.7337622526513914,-1.247646474685289,1.2360083192389224,3.209917337125767,-5.798182028780407,2
Warren Zaïre-Emery,Paris S,"MF,DF",9.185716364612862,8.089231716765111,-3.854483772159348,-2.764284050608183,-1.085521489378311,5
Johann Lepenant,Nantes,MF,1.3018772038659752,2.0574965876521376,-3.5864668131916453,7.358083444691636,-1.0345855208566506,0
Carlens Arcus,Angers,DF,7.618355737049827,2.6398491111909257,3.5572723055197284,4.403691575878433,-4.726264705693802,2
Vitinha,Paris S,MF,17.13043717192087,11.96829539320424,-1.2980957342832955,-6.08838849242541,5.338384534814592,5
Rayan Cherki,Lyon,"FW,MF",-5.8609096035846,25.33704330061833,11.39147919784538,-3.9576278243868033,4.869793554241077,3
Geoffrey Kondogbia,Marseille,"DF,MF",15.053383426856003,1.33780267527471,-2.039543957128913,-3.8732434763696464,0.2014478470663055,5
Nicolas Pallois,Nantes,DF,12.147318366748092,-8.647028003132792,-3.2703229496611272,3.8003593114363214,4.191269089497912,0
Dylan Batubinsika,Saint,DF,12.234707100525345,-11.014574233761538,-3.5624818978867387,-2.166484777122325,1.196914690161616,5
Lucas Beraldo,Paris S,DF,19.908594594694804,2.259226566960334,-2.449003064543661,-6.336800392207119,0.95608811455507,5
Nemanja Matić,Lyon,MF,11.1034227357857,2.6119965267668075,0.2887140194336016,-1.0394877322533334,2.974580579369442,5
Josué Casimir,Le Havre,"FW,MF",-10.987450929278731,7.142969984966842,-7.932285995402831,4.18489127154424,-2.5280746410653365,4
Ainsley Maitland-Niles,Lyon,DF,7.617910681645853,6.523043409474809,2.442048880835151,1.3100648648802125,-6.1731676716803054,2
Aurélio Buta,Reims,DF,4.868763458503287,1.3240124448521122,2.984638602881798,2.047250516403823,-3.581497152841345,2
Dante,Nice,DF,13.862409111717684,-3.1172176972819456,-0.1467717194806457,-2.369950188686305,1.381042835777723,5
Jean-Eudes Aholou,Angers,MF,2.0946504231611884,0.2400580066815286,-7.577694880964904,8.62903843931506,-0.286161656574704,0
Sinaly Diomande,Auxerre,DF,11.589289438706857,-8.317714486946832,-3.0366961286396474,2.0443845565200216,4.152923275223588,5
Melvin Bard,Nice,"DF,MF",8.37204823996697,5.609013513907713,5.084908886535947,2.067642074201902,-9.654453553361272,2
Youssouf Ndayishimiye,Nice,DF,12.922371003143736,-3.795456837118691,-3.092126246906715,-2.0735782791232,2.140042669321506,5
Caio Henrique Oliveira Silva,Monaco,DF,6.723683979650156,11.73492712272977,9.808472548783804,-2.0222285710492325,-2.2590265988268574,2
Thomas Meunier,Lille,DF,8.831076516458825,6.717880401003063,2.3919598685063197,-2.5600201873278574,-6.034017760828592,2
Fabián Ruiz Peña,Paris S,MF,8.751232928909015,10.61291852122232,-0.8647871723275065,-4.092420826268143,1.579699633782697,5
Issa Soumaré,Le Havre,"FW,MF",-13.775160899117974,4.897121621736308,-3.3722112939064464,2.9410292875225874,1.8605449679668544,4
Nicolás Tagliafico,Lyon,DF,8.037000917392053,2.9911975076917128,-3.869826400113684,4.901895000627868,-3.967643041708561,0
Zakaria Aboukhlal,Toulouse,"MF,FW",-17.465910298074206,2.110294493062488,-8.787628424404659,1.1085406634344257,-0.2624149609173216,4
Enzo Tchato,Montpellier,DF,5.326473531523321,1.4880099985229978,4.365479812223746,2.225327810553616,-3.313101427241054,2
Farid El Melali,Angers,FW,-15.156836416256796,8.712254753340549,1.3968053116146764,10.511102268545192,3.705981822782898,0
Joris Chotard,Montpellier,MF,5.827714775966151,-1.5039077646199883,-0.9099446477446326,5.268724549052365,2.3850392438084924,0
Lucas Stassin,Saint,FW,-13.571544275395851,2.651212809297782,-5.948478314871302,0.2675961498929381,-1.1901974492708478,4
João Neves,Paris S,"MF,DF",11.090294122370423,14.120999520906803,-4.616513340037044,0.7603727457666244,1.4607400876634988,0
Breel Embolo,Monaco,"FW,MF",-17.360851329002532,4.063166124019582,-8.225036092554465,-1.745010252201353,-0.5558817659296036,4
Gaëtan Laborde,Nice,FW,-15.570191235826554,-0.976588223191891,-8.750600538499343,0.8896367134961936,2.9772268542330056,4
Deiver Machado,Lens,"DF,MF",1.5843033428889983,1.4766711113264996,4.367282567906624,5.05976100961205,-9.242572363659614,2
Becir Omeragic,Montpellier,DF,7.656064866906326,-8.558017630294163,-0.4115402205478249,-1.6646207932530444,0.1255788564561778,1
Florian Sotoca,Lens,"FW,MF",-1.605822819849271,4.12279954303983,-3.075222082006197,-5.506845124331814,-1.0616275176677652,4
Haris Belkebla,Angers,MF,5.455994133575909,-2.670026960494035,-1.3606901501508015,5.836213357795809,-0.9207290360335352,0
Gabriel Gudmundsson,Lille,DF,4.719859068977893,4.437637538624404,2.359326330326984,0.6490546340251028,-4.006421162458149,2
Félix Lemaréchal,Strasbourg,"MF,FW",-4.75625726431657,3.66394445849009,-0.8356944653446121,2.362100193603576,0.1037938106297011,1
Pablo Rosario,Nice,"MF,DF",2.858715279616813,-3.453506990777403,-2.480662794733381,4.302015919283994,1.450159810760011,0
Jordan Ferri,Montpellier,MF,9.8453704359476,-0.3117415216327982,-1.684114241183558,3.94990432450968,1.3872132089803473,0
Benjamin Bouchouari,Saint,MF,3.866618668318343,3.853300314896997,-1.6163677701409476,2.964787778902584,1.1789248794555227,0
Hákon Arnar Haraldsson,Lille,"MF,FW",-6.255092899777552,7.9252275352858526,4.559281140135803,2.6921397056061047,2.4787880638807454,3
Jim Allevinah,Angers,FW,-12.04171941057083,2.941966124192948,-2.296343270112741,-1.0054025230449517,1.30843705629083,4
Eliesse Ben Seghir,Monaco,"MF,FW",-8.91649976983726,14.113584921644549,2.790914395380859,-1.316039376699708,3.4936985252203483,3
Aïssa Mandi,Lille,DF,9.986523298120416,-3.083752304775114,1.1716838749502425,-0.3033816883841758,1.5019559824141628,5
Ousmane Dembélé,Paris S,FW,-12.922710389369112,21.63223440165965,-2.663309277725193,-10.103505244674224,4.05784750888701,4
Désiré Doué,Paris S,"FW,MF",-10.24729060708715,22.282655727809423,-4.93176464127457,-0.6800299639728676,-4.228750876830801,4
Marquinhos,Paris S,DF,17.43404521885094,-1.4166938141229384,-0.3383684620814965,-2.7401841790978025,2.967442237594781,5
Abdoulaye Niakhate Ndiaye,Brest,DF,10.72286663397436,-9.679454008928712,-2.930049717040042,-0.827274821700415,3.4114336983361597,5
Joseph Okumu,Reims,DF,12.943538252489525,-6.769490324947968,-0.7747076290534329,0.2687739901397164,1.3401237757359132,5
Marshall Munetsi,Reims,MF,-5.920959702643628,-1.9879033257110776,-2.683203071353859,5.585791166829069,0.2614401133551507,0
Rabby Nzingoula,Montpellier,MF,0.936940926277914,0.3283125446224219,-6.074435168957376,11.558005536676358,0.3630497148328863,0
Hans Hateboer,Rennes,DF,8.073630162459676,-0.2925246116595832,0.8299177708551556,-1.0201644212593988,-0.3438833674524779,5
Massadio Haïdara,Brest,DF,3.699228507332998,-3.2265895800450552,3.362200112052398,2.891063642386433,-9.26146120454079,2
Nuno Mendes,Paris S,DF,6.800116469289463,13.24950698118638,2.527710259870377,-3.586827439372093,0.5031864924975638,5
Joshua King,Toulouse,"FW,MF",-14.058653825003692,-0.7626030256930411,-5.395337590434414,3.505928449161564,-0.3864983811888288,4
Lee Kang-in,Paris S,"FW,MF",-1.4769085456495703,12.825645014656429,9.48291834684097,-2.4775552048989264,7.705452350531881,3
Gabriel Osho,Auxerre,DF,5.078186485239099,-10.096963706349252,-1.2263074183469915,-0.6828238734757501,1.6398962152998038,1
Esteban Lepaul,Angers,FW,-12.869875331338752,-3.401289185527338,-3.9363187804053297,2.4499305969941165,0.6926909589163713,4
Oumar Diakité,Reims,FW,-10.48030765456218,-1.216553046529858,-4.367755012755369,0.6236492058243975,-0.9111914156792862,4
Mohamed Ali Cho,Nice,"FW,MF",-11.465397418479483,6.818823521301832,-1.3813052871473903,-2.690979168694537,1.1231564793664048,4
Quentin Merlin,Marseille,DF,1.7349247585776817,5.331745506545273,4.573597166841024,-2.6388893546066954,0.0565317682814399,1
Malick Fofana,Lyon,FW,-12.372341832052982,7.170223521670508,-1.877175277373152,-2.3909351100145986,-2.544363798924855,4
Neil El Aynaoui,Lens,MF,1.2916584709522596,3.0228515844507347,5.190691729557559,5.771437557294425,8.402433248525123,3
Duje Ćaleta-Car,Lyon,DF,8.758337681509346,-10.43814736342075,-2.3726590067212245,-1.8638919732233732,2.134336503942276,5
Mathias Pereira Lage,Brest,"FW,MF",-9.131498170235128,3.5674620438984976,6.070553561890977,7.406284080167744,6.541884430665106,3
Valentin Rongier,Marseille,"MF,DF",9.923593521276102,1.4923497605204532,-4.695812046471364,3.231520506025493,0.3023513191197458,0
Jordan Veretout,Lyon,MF,3.567751216359648,-0.057854211866524,0.2736980333241154,1.5419769256198774,2.435751273040596,1
Pierre Lees-Melou,Brest,MF,5.909097300527719,3.471218174450523,-0.3100312809735058,2.927302923549824,3.237265960569725,0
Yassin Belkhdim,Angers,MF,0.3222598821267519,-4.008423206045839,-2.280428518707452,3.974194787775252,-0.2492714993858821,0
Frank Magri,Toulouse,"FW,MF",-13.568128865060851,-3.37136768068232,-5.345023045290216,4.4003534211798,-2.399535719521949,4
Nathan Zeze,Nantes,DF,6.404280484466972,-8.623050342102474,-2.162277584021284,0.5261182672137511,1.8824353399185336,1
Abdoulaye Bamba,Angers,DF,0.7518975454926597,-9.950486174141531,-1.611240528530918,-3.1430591686430107,-0.695612011015343,1
